,article_id,title
631,1336.0,learn basics about notebooks and apache spark
632,1337.0,life expectancy at birth by country in total years
633,1338.0,ml optimization using cognitive assistant
634,1340.0,marital status of men and women
635,1343.0,maximize oil company profits
636,1344.0,measles immunization % children 12-23 months by country
637,1346.0,military expenditure as % of gdp by country
638,1348.0,mobile cellular subscriptions per 100 people by country
639,1349.0,"mobile-cellular telephone subscriptions per 100 inhabitants, worldwide"
640,1350.0,model a golomb ruler
641,1351.0,model bike sharing data with spss
642,1354.0,movie recommender system with spark machine learning
643,1355.0,"natural gas production, 1995 - 2012, worldwide"
644,1356.0,occupation (2015): united states demographic measures
645,1357.0,overlapping co-cluster recommendation algorithm (ocular)
646,1358.0,"part-time employment rate, worldwide, by country and year"
647,1359.0,percentage of internet users by country
648,1360.0,pixieapp for outlier detection
649,1361.0,"population below national poverty line, total, percentage"
650,1362.0,poverty (2015): united states demographic measures
651,1363.0,predict loan applicant behavior with tensorflow neural networking
652,1364.0,predicting churn with the spss random tree algorithm
653,1365.0,primary school completion rate % of relevant age group by country
654,1366.0,process events from the watson iot platform in a streams python application
655,1367.0,programmatic evaluation using watson conversation
656,1368.0,putting a human face on machine learning
657,1369.0,ratio (% of population) at national poverty line by country
658,1371.0,refugees
659,1372.0,"refugees, worldwide, 2003 - 2013"
660,1377.0,roads paved as % of total roads by country
661,1378.0,"roads, paved (% of total roads), worldwide, 1990-2011"
662,1386.0,small steps to tensorflow
663,1387.0,social media insights with watson developer cloud & watson studio
664,1390.0,style transfer experiments with watson machine learning
665,1391.0,sudoku
666,1393.0,the nurse assignment problem
667,1394.0,the nurse assignment problem data
668,1395.0,the unit commitment problem
669,1396.0,times world university ranking analysis
670,1397.0,"total employment, by economic activity (thousands)"
671,1398.0,total population by country
672,1400.0,uci ml repository: chronic kidney disease data set
673,1401.0,uci: abalone
674,1402.0,uci: adult - predict income
675,1403.0,uci: car evaluation
676,1404.0,uci: forest fires
677,1405.0,uci: heart disease - cleveland
678,1406.0,uci: iris
679,1407.0,uci: poker hand - testing data set
680,1408.0,uci: poker hand - training data set
681,1409.0,uci: red wine quality
682,1410.0,uci: sms spam collection
683,1411.0,uci: white wine quality
684,1412.0,uci: wine recognition
685,1414.0,united states demographic measures: education
686,1415.0,united states demographic measures: income
687,1416.0,united states demographic measures: population and age
688,1418.0,united states demographic measures: zip code tabulation areas (zctas)
689,1419.0,"unmet need for family planning, spacing, percentage, worldwide, by country"
690,1420.0,use apache systemml and spark for machine learning
691,1421.0,use pmml to predict iris species
692,1422.0,use r dataframes & ibm watson natural language understanding
693,1423.0,use sql with data in hadoop python
694,1424.0,use spark for python to load data and run sql queries
695,1425.0,use spark for r to load data and run sql queries
696,1426.0,use spark for scala to load data and run sql queries
697,1427.0,"use xgboost, scikit-learn & ibm watson machine learning apis"
698,1428.0,use decision optimization to schedule league games
699,1429.0,use deep learning for image classification
700,1430.0,"using pixiedust for fast, flexible, and easier data analysis and experimentation"
701,1431.0,visualize car data with brunel
702,1432.0,visualize data with the matplotlib library
703,1433.0,visualize the 1854 london cholera outbreak
704,1434.0,wages
705,1435.0,watson assistant workspace analysis with user logs
706,1436.0,welcome to pixiedust
707,1437.0,what caused the challenger disaster?
708,1439.0,working with ibm cloud object storage in r
709,1440.0,world marriage data
710,1441.0,world tourism data by the world tourism organization
711,1442.0,worldwide county and region - national accounts - gross national income 1948-2010
712,1443.0,worldwide electricity demand and production 1990-2012
713,1444.0,worldwide fuel oil consumption by household (in 1000 metric tons)
